Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
165006DESC;The Shun Empire was born in 1644, when Li Zicheng, the leader of a massive peasant rebellion against Ming, proclaimed himself Emperor. The Empire did not last long, however, as we were soon met by increasing pressure from all sides. Despite the fact that we stayed unconquered by any outsiders, the disastrous Tumed seizure of Ningxia in the 18th century brought the Empire to its knees, and we were forced to retreat to Nanjing under the pressure of peasant rebellions. Now we must rebuild what we lost and strike down the pretenders and warlords alike! \n§RA unique opportunity presents itself in the North. We shall make our decision soon.;;;;;;;;;;;;
165007DESC;The Yan Kingdom is the strongest of the so-called 'central kingdoms', poised to become the victor of the decades-long struggle. Our favourable position in the North came to be our demise, however, as the opportunistic Koreans are now standing at the Shanhai Pass in an attempt to seize the Middle Kingdom for themselves. This cannot stand: we must defeat them and finish our unification of China! \n§RIf the Shanhai Pass falls, we will face growing unrest on the homefront, which may lead to a complete collapse of our country.;;;;;;;;;;;;
165008DESC;Never before have the lands of the Yue been unified under a single authority, other than under the Han. Their bloody conquests have not been forgotten though, and we shall make our distinct identities a point of pride. We will forge an Empire of our own in the South China Sea, one to rival both the Northerners and the Europeans.;;;;;;;;;;;;
165009DESC;Hangzhou was the only city that the Shun Dynasty managed to recover in the South after the states of Minyue and Nanyue were established. Despite the long period of occupation and suppression of the local Wu identity, the city's inhabitants have not forgotten the taste of freedom that once could be sensed in the streets. And now, as the city is once again in our hands, nationwide celebrations erupt as we score another major victory against the Han.;;;;;;;;;;;;
165010DESC;The Koreans have successfully broken through the Shanhai Pass using their imported artillery. We can only hope that they don't get any more of it.;;;;;;;;;;;;
165011DESC;Disaster strikes: our last line of defense has collapsed. The Korean Imperial Army has entered Beijing, their 'Emperor' making sure to enter the Forbidden City already, and it seems like they are preparing to proclaim him the Emperor of China as well. This may very well be the end of our kingdom. \n§RWe have detected some suspicious movements on our Southern border. It seems like the end is nigh.;;;;;;;;;;;;
165012DESC;Reports are coming to the Imperial court that our Northern adversary, the Yan Kingdom, is rapidly disintegrating. The Korean army has taken Beijing, and the number of loyalists rapidly dwindles. It is obvious that this is the moment we have been waiting for: it is time to strike North and reclaim our rightful lands before the Koreans get to them! \n§RIf Yan controls less than 70% of their country, we will receive massive defections in form of entire provinces and brigades!;;;;;;;;;;;;
165013DESC;The worst of our fears have become true, as the disloyal elements within our society are sensing the coming collapse of our state and actively switching to the enemy's side. We are left powerless. \n§RProvinces occupied by the Shun will now secede to them, together with the brigades which were recruited in them.;;;;;;;;;;;;
165014TITLE;$PROVINCENAME$ defects!;;;;;;;;;;;;
165014DESC;The rapid disintegration of our country prompted many disloyal elements within our country to betray our cause and switch to the enemy's side. Another province has sided with the invaders, causing us to lose control over the troops recruited from it as well.;;;;;;;;;;;;
165015DESC;Despite the overwhelming odds against us, we have managed to stop the invaders and recover from our malaise. With the defectors purged, we may finally continue the Reunification! \n§RWe have unlocked the Chinese Reunification CB!;;;;;;;;;;;;
165016DESC;The bloody Wars of the Central Kingdoms are now over, with us emerging as the victor. Now it is time to look to the North and finish what we started! \n§RWe have received an annexation casus belli on Shun and Yan.;;;;;;;;;;;;
165017DESC;All of our adversaries have fallen, save for the Koreans. The unification of China draws ever closer! \n§RWe have unlocked the Chinese Reunification CB!;;;;;;;;;;;;
165018DESC;Ever since the collapse of the Ming Empire in the 17th century, the Middle Kingdom has been engulfed by chaos and strife, suffering from yet another warlord period. Such things are not to last, however, as we have managed to subdue all of our rivals by force and unify China, hopefully for the last time. \nWith stability and order finally restored, we look forwards to avenging the injustices of the last two centuries, by force or diplomacy. Let Asia tremble before the might of the restored Chinese Empire, like they have before!;;;;;;;;;;;;
165019DESC;The end of the Ming Empire and the weakness of the Shun have left Korea in a vulnerable postition. Without a powerful Chinese protector to guarantee stability, Korea was seemingly beset by enemies on all sides. Such an unfavourable position forced Joseon to make some changes to their policies. The most important of them, - the decision to invade the disunited Manchu tribes, before they got up to anything of their own. The campaigns were a remarkable success, despite the fact that the Empire was forced to share the spoils with the Russians, and one and a half centuries of settlement followed. \nBut this was in the 18th century. Now, the young King Munjo sensed a completely different opportunity: the disunited states of China. A modern army and stability at the homefront will crush any warlord, but an ambition as great as unification of China and Korea may prove to be too much to handle for the young Emperor.;;;;;;;;;;;;
165021DESC;The Northern capital of China, Beijing, has finally fallen to our armies. The rapid collapse of the Yan Kingdom, thought to be the most likely candidate for Chinese unification, has caused great shock in the world. However, it seems like an event even more unexpected is about to be witnessed: the current King of Korea, Munjo, has publicly announced in the war-torn Forbidden Palace his desires to challenge the Shun remnants in Nanjing for the title of Celestial Emperor, which would mean that Korea may very soon be one country with China.;;;;;;;;;;;;
165022DESC;Recently introduced military reforms have brought the Western weapons with them. Despite gunpowder technology originating in China, our traditional guns and cannons are inferior to their Western counterparts in every way. This means that we can no longer effectively supply our troops, as many producers are swithcing to making more high-quality (and more expensive) Western firearms. \n§RWe can now build an arsenal in our capital.;;;;;;;;;;;;
165023TITLE;The $CAPITAL$ Arsenal;;;;;;;;;;;;
165023DESC;We have decided to invest into building an arsenal in our capital. What should we focus on?;;;;;;;;;;;;
165023A;Let's focus on §BAmmunition§! production.;;;;;;;;;;;;
165023B;Let's focus on §BSmall Arms§! production.;;;;;;;;;;;;
165023C;Let's focus on §BArtillery§! production.;;;;;;;;;;;;
165024DESC;Disaster strikes! Our armies have been beaten out of China by our rivals, all of our successes undone, though now many question if the were any sussecces at all, considering our current state of affairs. The country weeps, and any dreams of once again moving into China have been crushed. The future is uncertain.;;;;;;;;;;;;
165025DESC;It seems like our conquest of China has turned quite... anticlimactic. While we have been able to seize some land in China proper, our main target, Beijing, is not in our hands. It's not over yet: we can still rectify our mistakes and prepare the next strike. The most difficult part is over already!;;;;;;;;;;;;
165026DESC;A few days ago, Nanjing, the temporary capital of the Shun Dynasty, has fallen to the Imperial Army, and with it, the two centuries-long Shun had come to an end. What many would think to be a simple end of one dynastic cycle and the beginning of another, however, was something completely new in Chinese history, as King Munjo was determined to make sure that no new dynastic cycle would ever begin in China. \nAlready being the Emperor of Joseon and the only legitimate claimant to the Mandate of Heaven left, Munjo was crowned the Celestial Emperor in Beijing, formally uniting Korea and China into one being - Tultaehan, or The Two Great Han. This is a beginning of a new era for the peoples of East Asia, one of peace, prosperity and brotherhood.;;;;;;;;;;;;
165027DESC;The powerful Kingdom of Yan has finally fallen to the combined arms of Korea and Shun. With this powerful adversary out of the way, we can finally properly begin the process of reclamation.;;;;;;;;;;;;
165029DESC;The Kingdom of Iryai was established as an experiment unlikely to succeed: a feudal state founded by Buddhist nomads, pursuing rapid westernization. However, the underdog came out on top in the Wars of Chinese Unification, as the world now hears of a creation of the Xie Empire. \nFocused on spreading Vajrayana Buddhist teachings inherited from Tibet, the newly-formed state promised to bring peace and, most importantly, harmony between the millenia-long enemies: the Chinese and the Mongols. Whatever the outcome of this is, the political landscape of East Asia is sure to experience an inward turn.;;;;;;;;;;;;
165030DESC;The Xie Dynasty, our hated Mongol oppressors, have been recently overthrown. The country's majority, the Han, have as such established a national state of their own. At last, China is truly free from any sorts of oppression!;;;;;;;;;;;;
165027DESC;Many years have passed since the last warlord has been defeated and annexed into our nation. The wounds of this horrible era are starting to heal, as the people of China slowly forget about disunity. May a calamity of this magnitude never happen to China ever again.;;;;;;;;;;;;
165031DESC;The Final Battle has been lost. Our lands are occupied, our armies are beaten and our morale is nonexistent - this is the last defeat for the Shun Dynasty. But not because we are assured of our coming victories - no, it is because the Shun has lost. With only the port of Hangzhou left in the Empire's grasp, the state has virtually dissolved itself, the Emperor commiting suicide a few weeks prior. Being decapitated, it also means we cannot defend ourselves from the inevitable Min onslaught, as they rush to reclaim their long-lost fortress. \nIronically, the place where Shun made its only success also became our grave.;;;;;;;;;;;;
165032DESC;The AI is remarkably stupid, so they need some help. This event will fire every two months until the war is over and will give KOR and HEB a bunch of equipment so their armies reinforce.;;;;;;;;;;;;
165033DESC;You're an AI and have been at peace for too long, despite the fact that the starting event told you to get the bloodbath going. You cannot read, sure, and this exactly why this event exists. You will now select a random Central Kingdom to dec on. Sorry if you have 0 brigades or some shit, idc honestly.;;;;;;;;;;;;
165034DESC;One of our neighboring kingdoms, $FROM$, is amassing troops at our border. It is clear: we must prepare for the coming war!;;;;;;;;;;;;
165035DESC;Now that the tags are properly set up, you can dec.;;;;;;;;;;;;
165049DESC;The Kongsis operating on the island of Bo-Ni have expanded their operations to the local province of $PROVINCENAME$.;;;;;;;;;;;;
166000DESC;The Konbaung Empire, now the monster that lies to our West, has destroyed the last unified Thai satte, Ayutthaya, in 1767. On the ruins of Ayutthaya arose several warring states, each wanting to kick the Burmese out and restore a Thai state - but none acomplished that. In fact, only two of them survive now - Phimai and Ligor. \nRuled by Morakot, the son of Prayong, titular king of Ayutthaya, Phimai survived only because Burma could not be bothered to deal with the lands to their East after a period of instability that their Empire suffered in the 1770s. Morakot is no ordinary individual, however: his desire to reclaim what was lost during the times of his forefathers is well-known to all, and he may very much have the support he needs to at least partially acomplish his ambitions. \nTime will tell if the Thai can forge themselves a state again.;;;;;;;;;;;;
166001DESC;The French colonial holding in Saigon is a relatively new happening in the region, as they have exploited Cambodia's weak hold over the Cham lands on the coast. While the impact of French presence is not really felt politically, as the French don't seem to care about warring kingdoms in the region, it is very much felt in other spheres of life, as we have recently started receiving Christian missionaries trying to proselythise in the region. Most of the neighboring rulers have outright rejected the enroaching Europeans, but Morakot is of a different opinion of them. Perhaps, if we were to accept their influence, this would help us overcome the technological gap between ourselves and the Europeans.;;;;;;;;;;;;
166002DESC;As news of further European involvement in Asian affairs come in, the King of Vientiane, Khi Menh, has assumed that the the Burmese Empire will be distracted with wars with much stronger European powers. In an attempt to avenge his father Anauvong's death, who was killed by the Burmese after attempting a raid into their territory, Khi Menh has launched a raid on his own. Time will tell if he succeeds.;;;;;;;;;;;;
166003DESC;As news of further European involvement in Asian affairs come in, the King of Vientiane, Khi Menh, has assumed that the the Burmese Empire will be distracted with wars with much stronger European powers. In an attempt to avenge his father Anauvong's death, who was killed by the Burmese after attempting a raid into their territory, Khi Menh has launched a raid on his own. Time will tell if he succeeds. \nWe can only hope he doesn't.;;;;;;;;;;;;
166004DESC;Disaster! Khi Menh's raid against Burma has failed miserably. He suffered the same fate as his father, being executed by the much larger and more organized Burmese army, with the rest of his force mercilessly massacred. Due to him having no sons, an interregnum now begins in Vientiane, as the nobles struggle to put their favoured candidate on the throne. We can only hope that our rivals don't exploit that.;;;;;;;;;;;;
166005DESC;We are receiving wonderful news from Vientiane: Khi Menh's raid against Burma has failed miserably. He suffered the same fate as his father, being executed by the much larger and more organized Burmese army, with the rest of his force mercilessly massacred. Due to him having no sons, an interregnum now begins in Vientiane, as noble struggle to put their favoured candidate on the throne. It means that they are left very vulnerable to outside threats: maybe it is soon going to be the time to strike...;;;;;;;;;;;;
166006DESC;Our ally, the Kingdom of Vientiane, has recently attempted a raid against Burma, with their king, Khi Menh, leading the charge. \nIt failed miserably. \nHe suffered the same fate as his father, being executed by the much larger and more organized Burmese army, with the rest of his force mercilessly massacred. Due to him having no sons, an interregnum now begins in Vientiane, as noble struggle to put their favoured candidate on the throne. As pur dynasty is intertwined with theirs, it presents a perfect opportunity to attck, and maybe unify the Lao states. Nevermind that he was our ally.;;;;;;;;;;;;
166007DESC;The civil war in Vientiane has taken an unexpected turn. Their ally, Champassak, has presented a claimant of its own, attacking their former ally in an attempt to unify the Lao. Their armies are distracted, and it means that the time is ripe to begin the unification of the Thai and invade the lands on the Khorat Plateau that would be a great boon to our country.;;;;;;;;;;;;
166008DESC;Our unexpected conquest of the Khorat Plateau has shaken the court in Vientiane, as the succession crisis worsens. A group of defeatists, whose support among the common people rapidly grew, have managed to seize power in the kingdom, and now they have asked for support from us. This effectively means that we have gained complete control over our former rival, Vientiane.;;;;;;;;;;;;
166009DESC;Our unexpected conquest of the Khorat Plateau has shaken the court in Champassak, as the crisis worsens. A group of defeatists, whose support among the common people rapidly grew, have managed to seize power in the kingdom, and now they have asked for support from us. This effectively means that we have gained complete control over our former rival, Champassak.;;;;;;;;;;;;
166010DESC;Our colonial office in Saigon, Cochinchina, has recently started receiving interesting messages from inside of the Indochinese Peninsula. It seems like the small Princedom of Phimai, ruled by an ambitious individual named Morakot, has managed to defeat its Lao neighbors against the odds and establish itself as a dominant state in the area. While such happenings are not uncommon in Asia, and we wouldn't expect Morakot's conquests to last, Phimai is no ordinary princedom: it is the only remaining claimant to the throne of Ayutthaya, the last Thai kingdom that got destroyed by the Burmese Empire in 1767. People knowledgeable about the area say that the tide of Thai nationalism will soon become too much to handle for the Burmese, and the most realistic outcome for the region is a restoration of Siam spearheaded by Phimai. Morakot has also been keen to accept our Christian missionaries sent to his state. Many are proposing to offer him support, as he may come in handy later.;;;;;;;;;;;
166011DESC;Great news from Saigon! It seems like our recent conquests have not gone unnoticed, and the French government in Paris has decided to offer us support in the form of advisors and technology. It seems like they consider us to be the most likely victor in the coming wars in the region, and think that we may be helpful to them in some way. No matter what their true desires are, we shall gladly accept their help.;;;;;;;;;;;;
166012DESC;Rejoice! The grandest city of the Thai, Bangkok, is now in our hands. The Burmese occupants have been kicked out for good, and for the first time in a century, the old city is controlled by an independent Thai kingdom. Now it is time to make sure that no other disaster like that befalls the lands - we shall proclaim the Kingdom of Siam, the greatest Thai state.;;;;;;;;;;;;
166013DESC;The Kingdom of Mrauk U, also known as Arakan, was a small state on the eastern coast of the Bay of Bengal, existing as an independent polity since the 15th century. The kingdom has long evaded Burmese subjugation, while also not playing in active role in Burmese politics, instead focusing on the Mughal threat to the North. However, a series of defeats in thr 17th century promted the end of the kingdom's Golden Age, forcing the small state into political isolation, which was only broken by the enterprising Danish merchants in the following century, and the later support by the Danish government led to an eventual annexation of the kingdom into Denmark. \nA serious threat and a major humuliation for the Konbaung Empire, Arakan was considered to be a high-value target by the Burmese. And today, this story finally ends, as the city of Mrauk U is officially annexed into Burma, one way or another. This opens up a new path for expansion for Burma - into the Indian subcontinent.;;;;;;;;;;;;
166014DESC;We are receiving news of a major war to our West, involving the Burmese Empire fighting a country considerably more powerful than them. Perhaps this is the moment we have been waiting for, and we shall soon reclaim our lost lands?;;;;;;;;;;;;
166015DESC;An interesting man has come to our Foreign Ministry: a Thai ambassador proposing a plan for partition of Cambodia, a sizeable kingdom in Indochina. While our governors of Saigon have long held desires to expand our colonial holdings in Cochinchina, the state has never really taken any active measures to do it. Now, however, we are presented with an interesting opportunity to expand in the region: a border extended all the way to the Mekong river would certainly benefit us.;;;;;;;;;;;;
166016DESC;The French have accepted our deal! We have met in their colonial holding of Saigon, where we have agreed on the partition of Cambodia. While we were sure that the French were going to demand Cochinchina, we were deeply saddened to find that they have decided to put the border on the Mekong River, thus taking a valuable chunk of Khmer-populated lands to the East of the river. Nevertheless, this will help us expand our domain! \n§RIf we sign a separate white peace with Cambodia, France will no longer abide by the stipulations of the treaty, annexing the entirety of Cambodia for themselves.;;;;;;;;;;;;
166017DESC;The French have refused our proposal, saying it 'is not in their interests'. We will have to defeat Cambodia on our own.;;;;;;;;;;;;
166018DESC;Angkor has fallen to our armies. Now we shall carve up Cambodia as agreed in the treaty of Saigon.;;;;;;;;;;;;
166019DESC;Our diplomatic efforts in Indochina have taken a serious hit, as we receive messages of Siamese forces being defeated by the Cambodians. It is unexpected, yes, but what it really means is that we can no longer abide by the stipulations of the treaty. That is, of course, if we manage to win this war.;;;;;;;;;;;;
166020DESC;Tragedy has befallen on the Cambodian nation. Our core lands and the city of Angkor have been overtaken by a hostile power, and we are reduced only to our holdings in Cochinchina. These lands are very unruly, however, as they are mostly populated by the tribal Cham peoples. Many are proposing embracing the Cham identity and letting go of our holdings in Cambodia.;;;;;;;;;;;;
166021DESC;We have received a most terrible telegram. Our French 'friends', or so we thought, having consolidated their domain in Dainam, have proposed a 'delineation of the border', which in European terms means that they are demanding land from us. From what we know, they want to establish the border on the Mekong river, which would take away a considerable chunk of our territory. The choice is ours: do we accept the humiliation or do we fight the all-powerful France?;;;;;;;;;;;;
166022DESC;The Siamese have refused our demands, meaning that our only choice now is war. Unless we want to suffer an international humiliation, of course.;;;;;;;;;;;;
166023DESC;The State of Ligor arose in the 1770s during a period of instability in the Burmese Empire caused by their recent conquests. As a Thai contender in the South, they had their own plans of restoring Ayutthaya, but fate thought otherwise: Burma stabilized, their hold on the Thai lands strengthened, and all dreams of their collapse did not come to be, as Ligor was left cornered against the Konbaung monster. And for the next few decades, they did nothing. All plans of greatness were abandoned, the army rotted and the nobles became increasingly decadent. It is a miracle they did not get swept away by the Burmese, really. \nAnd now, there is Siam. A unified Thai state, more powerful than it has ever been. And for the first time in the current century, anyone remembered about Ligor - the little statelet on the Malay peninsula. Realizing their impending doom, the Ligorians asked Bangkok to accept them into the growing kingdom - lest they would meet a most terrible end.;;;;;;;;;;;;
166024DESC;Angkor has fallen to our armies. Now we shall carve up Cambodia as agreed in the treaty of Saigon.;;;;;;;;;;;;
164001TITLE;Order restored in $COUNTRY$;;;;;;;;;;;;
164001DESC;It seems like our newfound independence was not to last. The armies of our overlords have marched on our capital, restoring their rule in $COUNTRY$. Maybe it's a good thing after all.;;;;;;;;;;;;
164000TITLE;We are free!;;;;;;;;;;;;
164000DESC;We have finally managed to make ourselves free from our overlords. Whether or not this is a good thing remains to be seen however, as our enemies are still numerous, and without proper protection many question our right to defend ourselves. After all, we are just a small meaningless principality.;;;;;;;;;;;;
164007DESC;With the Indian rebellion finally defeated, it became apparent that our previous methods of colonial administration have not been as effective as we thought. The existance of the Protectorate did not help us administer our territories in India in the slightest, but instead angered the population and provoked a rebellion. As such, the decision has been made to dismantle the Protectorate and incorporate its former territories directly into our state.;;;;;;;;;;;;
164006DESC;The years of anti-colonial struggle of the Indian people have finally paid off - the hated Celts, who occupied the Bengal region since the late 18th century, have finally been kicked out. The colonial administration has been torn down, the bureaucrats killed, and the so-called 'protectorate' dismantled for good. It remains to be seen if the pesky imperialists return, but for now, it is truly a glorious time for the Indian people.;;;;;;;;;;;;
164009DESC;The Indian Subcontinent has experienced a period of unprecedented peace in the last 20 years, with the two great rivals - the Maratha Confedercay and the Sikh Empire - not daring to make the first move. Ever since the betrayal of the Gaekwads in Beroda and their defection to the Sikhs, the balance of powers hasn't shifted, as the Indian states, big and small alike, watched Europeans cement their power on the coast. \nThis peace can't last forever. The Ganges has already been seized in its entirety by the Celts, and the French holdings in the South are rapidly growing. It is time to put an end to the Long Peace of India, and finally settle the century-long rivalry between the two giants.;;;;;;;;;;;;
155000DESC;The Kingdom of Bavaria is, perhaps, the most ambitious state of the last few decades. Upon unexpectedly inheriting the Holy Roman Emperorship in the 1780s after a period dubbed 'The German Renaissance', characterized by a massive increase in national consciousness, Bavaria immediately took up the recently born concept of a German nation-state and began reshaping the old Imperial infrastructure into a more centralised, German-centric form. This did not go with the Empire's borderlands - in particular, with Brabant. Bavarian kings were eventually made to recede their efforts, and, in the wake of republican upheaval of the 1800s, completely abandon the institution of the Holy Roman Empire once and for all. \nBavaria was surely defeated in this confrontation, but it did not lose the struggle as a whole. The last remnants of the defunct Empire in the form of the Zollverein and the German Confederation are still under firm Bavarian control, and the Constantinople Accords awarded Bavaria the much-needed rich lands of Northern Italy. \nThe fate of Germany depends entirely on Bavaria, and the German people await our next moves with bated breath.;;;;;;;;;;;;
155001DESC;Hiding in the shadow of the Kingdom of Bavaria, the disunited lands of Germany are plagued with civil strife, nationalistic upheaval and, most importantly, impatience. \nIn the 1780s, the Holy Roman Emperorship was inherited by the Wittelsbachs of Bavaria, ending the long period of Brabantian rule over the diverse lands. This came as a result of the 'German Renaissance', and it was when the idea of a united Germany took over the people's minds. This idea became the main point of concern of the coming decades, but the dream took a huge hit with the dissolution of the Holy Roman Empire after the Fourty Days War. During it, Brabant secured not only its status as a Great Power, but also the heartland of Germany's young industry, the Rhineland. \nGermany lost the battle, but not the war. Soon Bavaria begun the process of rebuilding what was lost, beginning with the foundation of the German Confederation and the re-establishemnt of the late Imperial Diet in the form of the All-German Parliament in Frankfurt. And no matter what now, Germany is not a question of if, but when.;;;;;;;;;;;;
155002DESC;Today, Franz Joseph Ignatz von Fechenbach, the Duke of Franconia, has passed away at the age of 74. He was the first monarch of the re-established Duchy of Franconia, created as a result of the mediatisation of the local princedoms, mainly the Prince-Bishopric of Wurzburg. His brother, Georg Carl, was the last Prince-Bishop of the lands, and his staunch opposition to the annexation of Franconia into the Kingdom of Bavaria led to the 'Fechenbach Compromise' - the last prince's brother was made the first duke of the lands. \nFranz Joseph's eldest son, Friedrich Carl, is now expected to become the second Duke of Franconia. He will take the throne in a few days.;;;;;;;;;;;;
155004DESC;While parading through the streets of Nuremberg, the new Duke of Franconia, Friedrich Carl Joseph von Fechenbach, together with his brother Carl Anton and his wife has been shot dead by a rogue Martletist! While the assasin was immediately torn apart by the crowd, the assasination of three people at once is a complete catastrophe for the Duchy. How the police allowed this to happen is a question for another time, however, as the Duchy is now left without a royal family at all. The Martletist menace that appeared almost out of nowhere is sure to take advantage of this, and we can only hope that they don't try anything even more ambitious.;;;;;;;;;;;;
